,DATO,TIME,ROOM_ID,BOOKED,MUNICIPALITY,SCHOOL,MUNICIPALITY_DATE_TIME_ROOM
85,2022-03-06,13:00:00,Room-A,0,demo_municipality,demo_school,2022-03-06-13:00:00-Room-A-demo_municipality
86,2022-03-06,14:00:00,Room-A,0,demo_municipality,demo_school,2022-03-06-14:00:00-Room-A-demo_municipality
87,2022-03-06,15:00:00,Room-A,0,demo_municipality,demo_school,2022-03-06-15:00:00-Room-A-demo_municipality
88,2022-03-06,16:00:00,Room-A,0,demo_municipality,demo_school,2022-03-06-16:00:00-Room-A-demo_municipality
89,2022-03-06,17:00:00,Room-A,0,demo_municipality,demo_school,2022-03-06-17:00:00-Room-A-demo_municipality
90,2022-03-06,18:00:00,Room-A,0,demo_municipality,demo_school,2022-03-06-18:00:00-Room-A-demo_municipality
91,2022-03-06,19:00:00,Room-A,0,demo_municipality,demo_school,2022-03-06-19:00:00-Room-A-demo_municipality
92,2022-03-06,20:00:00,Room-A,0,demo_municipality,demo_school,2022-03-06-20:00:00-Room-A-demo_municipality
93,2022-03-06,21:00:00,Room-A,0,demo_municipality,demo_school,2022-03-06-21:00:00-Room-A-demo_municipality
94,2022-03-06,22:00:00,Room-A,0,demo_municipality,demo_school,2022-03-06-22:00:00-Room-A-demo_municipality
95,2022-03-06,23:00:00,Room-A,0,demo_municipality,demo_school,2022-03-06-23:00:00-Room-A-demo_municipality
96,2022-03-07,00:00:00,Room-A,0,demo_municipality,demo_school,2022-03-07-00:00:00-Room-A-demo_municipality
97,2022-03-07,01:00:00,Room-A,0,demo_municipality,demo_school,2022-03-07-01:00:00-Room-A-demo_municipality
98,2022-03-07,02:00:00,Room-A,0,demo_municipality,demo_school,2022-03-07-02:00:00-Room-A-demo_municipality
99,2022-03-07,03:00:00,Room-A,0,demo_municipality,demo_school,2022-03-07-03:00:00-Room-A-demo_municipality
100,2022-03-07,04:00:00,Room-A,0,demo_municipality,demo_school,2022-03-07-04:00:00-Room-A-demo_municipality
101,2022-03-07,05:00:00,Room-A,0,demo_municipality,demo_school,2022-03-07-05:00:00-Room-A-demo_municipality
102,2022-03-07,06:00:00,Room-A,0,demo_municipality,demo_school,2022-03-07-06:00:00-Room-A-demo_municipality
103,2022-03-07,07:00:00,Room-A,0,demo_municipality,demo_school,2022-03-07-07:00:00-Room-A-demo_municipality
104,2022-03-07,08:00:00,Room-A,0,demo_municipality,demo_school,2022-03-07-08:00:00-Room-A-demo_municipality
105,2022-03-07,09:00:00,Room-A,0,demo_municipality,demo_school,2022-03-07-09:00:00-Room-A-demo_municipality
106,2022-03-07,10:00:00,Room-A,0,demo_municipality,demo_school,2022-03-07-10:00:00-Room-A-demo_municipality
107,2022-03-07,11:00:00,Room-A,0,demo_municipality,demo_school,2022-03-07-11:00:00-Room-A-demo_municipality
108,2022-03-07,12:00:00,Room-A,1,demo_municipality,demo_school,2022-03-07-12:00:00-Room-A-demo_municipality
109,2022-03-07,13:00:00,Room-A,0,demo_municipality,demo_school,2022-03-07-13:00:00-Room-A-demo_municipality
110,2022-03-07,14:00:00,Room-A,0,demo_municipality,demo_school,2022-03-07-14:00:00-Room-A-demo_municipality
111,2022-03-07,15:00:00,Room-A,0,demo_municipality,demo_school,2022-03-07-15:00:00-Room-A-demo_municipality
112,2022-03-07,16:00:00,Room-A,0,demo_municipality,demo_school,2022-03-07-16:00:00-Room-A-demo_municipality
113,2022-03-07,17:00:00,Room-A,0,demo_municipality,demo_school,2022-03-07-17:00:00-Room-A-demo_municipality
114,2022-03-07,18:00:00,Room-A,0,demo_municipality,demo_school,2022-03-07-18:00:00-Room-A-demo_municipality
115,2022-03-07,19:00:00,Room-A,0,demo_municipality,demo_school,2022-03-07-19:00:00-Room-A-demo_municipality
116,2022-03-07,20:00:00,Room-A,0,demo_municipality,demo_school,2022-03-07-20:00:00-Room-A-demo_municipality
117,2022-03-07,21:00:00,Room-A,0,demo_municipality,demo_school,2022-03-07-21:00:00-Room-A-demo_municipality
118,2022-03-07,22:00:00,Room-A,0,demo_municipality,demo_school,2022-03-07-22:00:00-Room-A-demo_municipality
119,2022-03-07,23:00:00,Room-A,0,demo_municipality,demo_school,2022-03-07-23:00:00-Room-A-demo_municipality
120,2022-03-08,00:00:00,Room-A,0,demo_municipality,demo_school,2022-03-08-00:00:00-Room-A-demo_municipality
121,2022-03-08,01:00:00,Room-A,0,demo_municipality,demo_school,2022-03-08-01:00:00-Room-A-demo_municipality
122,2022-03-08,02:00:00,Room-A,0,demo_municipality,demo_school,2022-03-08-02:00:00-Room-A-demo_municipality
123,2022-03-08,03:00:00,Room-A,0,demo_municipality,demo_school,2022-03-08-03:00:00-Room-A-demo_municipality
124,2022-03-08,04:00:00,Room-A,0,demo_municipality,demo_school,2022-03-08-04:00:00-Room-A-demo_municipality
125,2022-03-08,05:00:00,Room-A,0,demo_municipality,demo_school,2022-03-08-05:00:00-Room-A-demo_municipality
126,2022-03-08,06:00:00,Room-A,0,demo_municipality,demo_school,2022-03-08-06:00:00-Room-A-demo_municipality
127,2022-03-08,07:00:00,Room-A,0,demo_municipality,demo_school,2022-03-08-07:00:00-Room-A-demo_municipality
128,2022-03-08,08:00:00,Room-A,0,demo_municipality,demo_school,2022-03-08-08:00:00-Room-A-demo_municipality
129,2022-03-08,09:00:00,Room-A,0,demo_municipality,demo_school,2022-03-08-09:00:00-Room-A-demo_municipality
130,2022-03-08,10:00:00,Room-A,0,demo_municipality,demo_school,2022-03-08-10:00:00-Room-A-demo_municipality
131,2022-03-08,11:00:00,Room-A,0,demo_municipality,demo_school,2022-03-08-11:00:00-Room-A-demo_municipality
132,2022-03-08,12:00:00,Room-A,0,demo_municipality,demo_school,2022-03-08-12:00:00-Room-A-demo_municipality
133,2022-03-08,13:00:00,Room-A,0,demo_municipality,demo_school,2022-03-08-13:00:00-Room-A-demo_municipality
134,2022-03-08,14:00:00,Room-A,0,demo_municipality,demo_school,2022-03-08-14:00:00-Room-A-demo_municipality
135,2022-03-08,15:00:00,Room-A,0,demo_municipality,demo_school,2022-03-08-15:00:00-Room-A-demo_municipality
136,2022-03-08,16:00:00,Room-A,0,demo_municipality,demo_school,2022-03-08-16:00:00-Room-A-demo_municipality
137,2022-03-08,17:00:00,Room-A,1,demo_municipality,demo_school,2022-03-08-17:00:00-Room-A-demo_municipality
138,2022-03-08,18:00:00,Room-A,0,demo_municipality,demo_school,2022-03-08-18:00:00-Room-A-demo_municipality
139,2022-03-08,19:00:00,Room-A,0,demo_municipality,demo_school,2022-03-08-19:00:00-Room-A-demo_municipality
140,2022-03-08,20:00:00,Room-A,1,demo_municipality,demo_school,2022-03-08-20:00:00-Room-A-demo_municipality
141,2022-03-08,21:00:00,Room-A,0,demo_municipality,demo_school,2022-03-08-21:00:00-Room-A-demo_municipality
142,2022-03-08,22:00:00,Room-A,0,demo_municipality,demo_school,2022-03-08-22:00:00-Room-A-demo_municipality
143,2022-03-08,23:00:00,Room-A,0,demo_municipality,demo_school,2022-03-08-23:00:00-Room-A-demo_municipality
144,2022-03-09,00:00:00,Room-A,0,demo_municipality,demo_school,2022-03-09-00:00:00-Room-A-demo_municipality
145,2022-03-09,01:00:00,Room-A,0,demo_municipality,demo_school,2022-03-09-01:00:00-Room-A-demo_municipality
146,2022-03-09,02:00:00,Room-A,0,demo_municipality,demo_school,2022-03-09-02:00:00-Room-A-demo_municipality
147,2022-03-09,03:00:00,Room-A,0,demo_municipality,demo_school,2022-03-09-03:00:00-Room-A-demo_municipality
148,2022-03-09,04:00:00,Room-A,0,demo_municipality,demo_school,2022-03-09-04:00:00-Room-A-demo_municipality
149,2022-03-09,05:00:00,Room-A,0,demo_municipality,demo_school,2022-03-09-05:00:00-Room-A-demo_municipality
150,2022-03-09,06:00:00,Room-A,0,demo_municipality,demo_school,2022-03-09-06:00:00-Room-A-demo_municipality
151,2022-03-09,07:00:00,Room-A,0,demo_municipality,demo_school,2022-03-09-07:00:00-Room-A-demo_municipality
152,2022-03-09,08:00:00,Room-A,0,demo_municipality,demo_school,2022-03-09-08:00:00-Room-A-demo_municipality
153,2022-03-09,09:00:00,Room-A,0,demo_municipality,demo_school,2022-03-09-09:00:00-Room-A-demo_municipality
154,2022-03-09,10:00:00,Room-A,0,demo_municipality,demo_school,2022-03-09-10:00:00-Room-A-demo_municipality
155,2022-03-09,11:00:00,Room-A,0,demo_municipality,demo_school,2022-03-09-11:00:00-Room-A-demo_municipality
156,2022-03-09,12:00:00,Room-A,0,demo_municipality,demo_school,2022-03-09-12:00:00-Room-A-demo_municipality
157,2022-03-09,13:00:00,Room-A,0,demo_municipality,demo_school,2022-03-09-13:00:00-Room-A-demo_municipality
158,2022-03-09,14:00:00,Room-A,0,demo_municipality,demo_school,2022-03-09-14:00:00-Room-A-demo_municipality
159,2022-03-09,15:00:00,Room-A,0,demo_municipality,demo_school,2022-03-09-15:00:00-Room-A-demo_municipality
160,2022-03-09,16:00:00,Room-A,1,demo_municipality,demo_school,2022-03-09-16:00:00-Room-A-demo_municipality
161,2022-03-09,17:00:00,Room-A,0,demo_municipality,demo_school,2022-03-09-17:00:00-Room-A-demo_municipality
162,2022-03-09,18:00:00,Room-A,1,demo_municipality,demo_school,2022-03-09-18:00:00-Room-A-demo_municipality
163,2022-03-09,19:00:00,Room-A,0,demo_municipality,demo_school,2022-03-09-19:00:00-Room-A-demo_municipality
164,2022-03-09,20:00:00,Room-A,0,demo_municipality,demo_school,2022-03-09-20:00:00-Room-A-demo_municipality
165,2022-03-09,21:00:00,Room-A,0,demo_municipality,demo_school,2022-03-09-21:00:00-Room-A-demo_municipality
166,2022-03-09,22:00:00,Room-A,0,demo_municipality,demo_school,2022-03-09-22:00:00-Room-A-demo_municipality
167,2022-03-09,23:00:00,Room-A,0,demo_municipality,demo_school,2022-03-09-23:00:00-Room-A-demo_municipality
168,2022-03-10,00:00:00,Room-A,0,demo_municipality,demo_school,2022-03-10-00:00:00-Room-A-demo_municipality
169,2022-03-10,01:00:00,Room-A,0,demo_municipality,demo_school,2022-03-10-01:00:00-Room-A-demo_municipality
170,2022-03-10,02:00:00,Room-A,0,demo_municipality,demo_school,2022-03-10-02:00:00-Room-A-demo_municipality
171,2022-03-10,03:00:00,Room-A,0,demo_municipality,demo_school,2022-03-10-03:00:00-Room-A-demo_municipality
172,2022-03-10,04:00:00,Room-A,0,demo_municipality,demo_school,2022-03-10-04:00:00-Room-A-demo_municipality
173,2022-03-10,05:00:00,Room-A,0,demo_municipality,demo_school,2022-03-10-05:00:00-Room-A-demo_municipality
174,2022-03-10,06:00:00,Room-A,0,demo_municipality,demo_school,2022-03-10-06:00:00-Room-A-demo_municipality
175,2022-03-10,07:00:00,Room-A,0,demo_municipality,demo_school,2022-03-10-07:00:00-Room-A-demo_municipality
176,2022-03-10,08:00:00,Room-A,0,demo_municipality,demo_school,2022-03-10-08:00:00-Room-A-demo_municipality
177,2022-03-10,09:00:00,Room-A,0,demo_municipality,demo_school,2022-03-10-09:00:00-Room-A-demo_municipality
178,2022-03-10,10:00:00,Room-A,0,demo_municipality,demo_school,2022-03-10-10:00:00-Room-A-demo_municipality
179,2022-03-10,11:00:00,Room-A,1,demo_municipality,demo_school,2022-03-10-11:00:00-Room-A-demo_municipality
180,2022-03-10,12:00:00,Room-A,0,demo_municipality,demo_school,2022-03-10-12:00:00-Room-A-demo_municipality
181,2022-03-10,13:00:00,Room-A,0,demo_municipality,demo_school,2022-03-10-13:00:00-Room-A-demo_municipality
182,2022-03-10,14:00:00,Room-A,0,demo_municipality,demo_school,2022-03-10-14:00:00-Room-A-demo_municipality
183,2022-03-10,15:00:00,Room-A,0,demo_municipality,demo_school,2022-03-10-15:00:00-Room-A-demo_municipality
184,2022-03-10,16:00:00,Room-A,0,demo_municipality,demo_school,2022-03-10-16:00:00-Room-A-demo_municipality
185,2022-03-10,17:00:00,Room-A,0,demo_municipality,demo_school,2022-03-10-17:00:00-Room-A-demo_municipality
186,2022-03-10,18:00:00,Room-A,0,demo_municipality,demo_school,2022-03-10-18:00:00-Room-A-demo_municipality
187,2022-03-10,19:00:00,Room-A,0,demo_municipality,demo_school,2022-03-10-19:00:00-Room-A-demo_municipality
188,2022-03-10,20:00:00,Room-A,0,demo_municipality,demo_school,2022-03-10-20:00:00-Room-A-demo_municipality
189,2022-03-10,21:00:00,Room-A,1,demo_municipality,demo_school,2022-03-10-21:00:00-Room-A-demo_municipality
190,2022-03-10,22:00:00,Room-A,0,demo_municipality,demo_school,2022-03-10-22:00:00-Room-A-demo_municipality
191,2022-03-10,23:00:00,Room-A,1,demo_municipality,demo_school,2022-03-10-23:00:00-Room-A-demo_municipality
192,2022-03-11,00:00:00,Room-A,0,demo_municipality,demo_school,2022-03-11-00:00:00-Room-A-demo_municipality
193,2022-03-11,01:00:00,Room-A,0,demo_municipality,demo_school,2022-03-11-01:00:00-Room-A-demo_municipality
194,2022-03-11,02:00:00,Room-A,0,demo_municipality,demo_school,2022-03-11-02:00:00-Room-A-demo_municipality
195,2022-03-11,03:00:00,Room-A,0,demo_municipality,demo_school,2022-03-11-03:00:00-Room-A-demo_municipality
196,2022-03-11,04:00:00,Room-A,0,demo_municipality,demo_school,2022-03-11-04:00:00-Room-A-demo_municipality
197,2022-03-11,05:00:00,Room-A,0,demo_municipality,demo_school,2022-03-11-05:00:00-Room-A-demo_municipality
198,2022-03-11,06:00:00,Room-A,0,demo_municipality,demo_school,2022-03-11-06:00:00-Room-A-demo_municipality
199,2022-03-11,07:00:00,Room-A,0,demo_municipality,demo_school,2022-03-11-07:00:00-Room-A-demo_municipality
200,2022-03-11,08:00:00,Room-A,0,demo_municipality,demo_school,2022-03-11-08:00:00-Room-A-demo_municipality
201,2022-03-11,09:00:00,Room-A,0,demo_municipality,demo_school,2022-03-11-09:00:00-Room-A-demo_municipality
202,2022-03-11,10:00:00,Room-A,0,demo_municipality,demo_school,2022-03-11-10:00:00-Room-A-demo_municipality
203,2022-03-11,11:00:00,Room-A,0,demo_municipality,demo_school,2022-03-11-11:00:00-Room-A-demo_municipality
204,2022-03-11,12:00:00,Room-A,0,demo_municipality,demo_school,2022-03-11-12:00:00-Room-A-demo_municipality
205,2022-03-11,13:00:00,Room-A,0,demo_municipality,demo_school,2022-03-11-13:00:00-Room-A-demo_municipality
206,2022-03-11,14:00:00,Room-A,0,demo_municipality,demo_school,2022-03-11-14:00:00-Room-A-demo_municipality
207,2022-03-11,15:00:00,Room-A,0,demo_municipality,demo_school,2022-03-11-15:00:00-Room-A-demo_municipality
208,2022-03-11,16:00:00,Room-A,0,demo_municipality,demo_school,2022-03-11-16:00:00-Room-A-demo_municipality
209,2022-03-11,17:00:00,Room-A,0,demo_municipality,demo_school,2022-03-11-17:00:00-Room-A-demo_municipality
210,2022-03-11,18:00:00,Room-A,0,demo_municipality,demo_school,2022-03-11-18:00:00-Room-A-demo_municipality
211,2022-03-11,19:00:00,Room-A,0,demo_municipality,demo_school,2022-03-11-19:00:00-Room-A-demo_municipality
212,2022-03-11,20:00:00,Room-A,0,demo_municipality,demo_school,2022-03-11-20:00:00-Room-A-demo_municipality
213,2022-03-11,21:00:00,Room-A,0,demo_municipality,demo_school,2022-03-11-21:00:00-Room-A-demo_municipality
214,2022-03-11,22:00:00,Room-A,0,demo_municipality,demo_school,2022-03-11-22:00:00-Room-A-demo_municipality
215,2022-03-11,23:00:00,Room-A,1,demo_municipality,demo_school,2022-03-11-23:00:00-Room-A-demo_municipality
216,2022-03-12,00:00:00,Room-A,0,demo_municipality,demo_school,2022-03-12-00:00:00-Room-A-demo_municipality
217,2022-03-12,01:00:00,Room-A,0,demo_municipality,demo_school,2022-03-12-01:00:00-Room-A-demo_municipality
218,2022-03-12,02:00:00,Room-A,0,demo_municipality,demo_school,2022-03-12-02:00:00-Room-A-demo_municipality
219,2022-03-12,03:00:00,Room-A,0,demo_municipality,demo_school,2022-03-12-03:00:00-Room-A-demo_municipality
220,2022-03-12,04:00:00,Room-A,0,demo_municipality,demo_school,2022-03-12-04:00:00-Room-A-demo_municipality
221,2022-03-12,05:00:00,Room-A,0,demo_municipality,demo_school,2022-03-12-05:00:00-Room-A-demo_municipality
222,2022-03-12,06:00:00,Room-A,0,demo_municipality,demo_school,2022-03-12-06:00:00-Room-A-demo_municipality
223,2022-03-12,07:00:00,Room-A,0,demo_municipality,demo_school,2022-03-12-07:00:00-Room-A-demo_municipality
224,2022-03-12,08:00:00,Room-A,0,demo_municipality,demo_school,2022-03-12-08:00:00-Room-A-demo_municipality
225,2022-03-12,09:00:00,Room-A,0,demo_municipality,demo_school,2022-03-12-09:00:00-Room-A-demo_municipality
226,2022-03-12,10:00:00,Room-A,0,demo_municipality,demo_school,2022-03-12-10:00:00-Room-A-demo_municipality
227,2022-03-12,11:00:00,Room-A,0,demo_municipality,demo_school,2022-03-12-11:00:00-Room-A-demo_municipality
228,2022-03-12,12:00:00,Room-A,0,demo_municipality,demo_school,2022-03-12-12:00:00-Room-A-demo_municipality
229,2022-03-12,13:00:00,Room-A,0,demo_municipality,demo_school,2022-03-12-13:00:00-Room-A-demo_municipality
230,2022-03-12,14:00:00,Room-A,0,demo_municipality,demo_school,2022-03-12-14:00:00-Room-A-demo_municipality
231,2022-03-12,15:00:00,Room-A,0,demo_municipality,demo_school,2022-03-12-15:00:00-Room-A-demo_municipality
232,2022-03-12,16:00:00,Room-A,0,demo_municipality,demo_school,2022-03-12-16:00:00-Room-A-demo_municipality
233,2022-03-12,17:00:00,Room-A,1,demo_municipality,demo_school,2022-03-12-17:00:00-Room-A-demo_municipality
234,2022-03-12,18:00:00,Room-A,0,demo_municipality,demo_school,2022-03-12-18:00:00-Room-A-demo_municipality
